,cat1,cat2,cat3
62436,electronic-devices,mobile-tablet,mobile-phones
62437,vehicles,cars,light
62438,for-the-home,furniture-and-home-decore,storage
62439,vehicles,cars,light
62440,personal,clothing-and-shoes,clothing
62441,for-the-home,utensils-and-appliances,cookware-tableware
62442,for-the-home,furniture-and-home-decore,tables-and-chairs
62443,for-the-home,utensils-and-appliances,
62444,electronic-devices,book-student-literature,educational
62445,for-the-home,furniture-and-home-decore,antiques-and-art
62446,electronic-devices,furniture-and-home-decore,tv-projector
62447,personal,clothing-and-shoes,clothing
62448,electronic-devices,mobile-tablet,tablet
62449,leisure-hobbies,bicycle,
62450,for-the-home,furniture-and-home-decore,carpets
62451,electronic-devices,computers,desktops
62452,personal,jewelry-and-watches,jewelry
62453,electronic-devices,mobile-tablet,mobile-phones
62454,for-the-home,furniture-and-home-decore,tv-projector
62455,electronic-devices,mobile-tablet,mobile-phones
62456,leisure-hobbies,bicycle,
62457,vehicles,cars,light
62458,vehicles,parts-accessories,
62459,electronic-devices,mobile-tablet,mobile-phones
62460,vehicles,cars,light
62461,personal,clothing-and-shoes,clothing
62462,vehicles,cars,light
62463,vehicles,cars,light
62464,businesses,equipments-and-machinery,offices
62465,electronic-devices,mobile-tablet,mobile-phones
62466,for-the-home,furniture-and-home-decore,tables-and-chairs
62467,for-the-home,furniture-and-home-decore,
62468,for-the-home,furniture-and-home-decore,sofa-armchair
62469,businesses,equipments-and-machinery,shop-and-cash
62470,for-the-home,utensils-and-appliances,cookware-tableware
62471,vehicles,cars,light
62472,vehicles,motorcycles,
62473,vehicles,cars,light
62474,personal,clothing-and-shoes,clothing
62475,for-the-home,furniture-and-home-decore,training
62476,personal,clothing-and-shoes,shoes-belt-bag
62477,vehicles,cars,light
62478,vehicles,cars,heavy
62479,electronic-devices,computers,laptops
62480,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
62481,personal,baby-and-toys,childrens-furniture
62482,vehicles,cars,light
62483,for-the-home,furniture-and-home-decore,sofa-armchair
62484,vehicles,cars,light
62485,leisure-hobbies,sport-leisure,training
62486,leisure-hobbies,animals,birds
62487,personal,baby-and-toys,childrens-furniture
62488,businesses,batch,
62489,electronic-devices,game-consoles-and-video-games,
62490,leisure-hobbies,sport-leisure,training
62491,leisure-hobbies,animals,birds
62492,vehicles,cars,light
62493,personal,clothing-and-shoes,shoes-belt-bag
62494,personal,clothing-and-shoes,clothing
62495,for-the-home,furniture-and-home-decore,antiques-and-art
62496,for-the-home,furniture-and-home-decore,carpets
62497,for-the-home,furniture-and-home-decore,antiques-and-art
62498,businesses,equipments-and-machinery,
62499,vehicles,cars,birds
62500,for-the-home,furniture-and-home-decore,antiques-and-art
62501,for-the-home,equipments-and-machinery,industrial
62502,for-the-home,furniture-and-home-decore,beds-bedroom
62503,for-the-home,furniture-and-home-decore,garden-and-patio
62504,for-the-home,furniture-and-home-decore,offices
62505,vehicles,cars,light
62506,for-the-home,furniture-and-home-decore,storage
62507,leisure-hobbies,furniture-and-home-decore,camping-outdoor
62508,vehicles,cars,light
62509,electronic-devices,mobile-tablet,mobile-phones
62510,vehicles,cars,light
62511,vehicles,parts-accessories,
62512,vehicles,cars,light
62513,personal,clothing-and-shoes,clothing
62514,businesses,equipments-and-machinery,shop-and-cash
62515,leisure-hobbies,bicycle,
62516,leisure-hobbies,animals,birds
62517,vehicles,cars,light
62518,for-the-home,furniture-and-home-decore,storage
62519,personal,clothing-and-shoes,shoes-belt-bag
62520,vehicles,cars,light
62521,for-the-home,furniture-and-home-decore,beds-bedroom
62522,leisure-hobbies,sport-leisure,training
62523,personal,jewelry-and-watches,jewelry
62524,vehicles,cars,light
62525,electronic-devices,mobile-tablet,mobile-phones
62526,for-the-home,furniture-and-home-decore,sofa-armchair
62527,vehicles,cars,light
62528,vehicles,cars,light
62529,electronic-devices,computers,parts-and-accessories
62530,personal,clothing-and-shoes,clothing
62531,electronic-devices,mobile-tablet,mobile-phones
62532,for-the-home,utensils-and-appliances,fridge-and-freezer
62533,vehicles,cars,light
62534,personal,jewelry-and-watches,watches
62535,for-the-home,furniture-and-home-decore,antiques-and-art
62536,personal,childrens-clothing-and-shoe,
62537,vehicles,cars,light
62538,for-the-home,utensils-and-appliances,cookware-tableware
62539,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
62540,electronic-devices,mobile-tablet,mobile-phones
62541,electronic-devices,mobile-tablet,mobile-phones
62542,for-the-home,furniture-and-home-decore,sofa-armchair
62543,vehicles,cars,light
62544,electronic-devices,musical-instruments,
62545,personal,clothing-and-shoes,shoes-belt-bag
62546,personal,clothing-and-shoes,clothing
62547,vehicles,cars,piano-keyboard
62548,for-the-home,building-and-garden,stove-and-heating
62549,vehicles,cars,light
62550,electronic-devices,game-consoles-and-video-games,
62551,for-the-home,utensils-and-appliances,cookware-tableware
62552,vehicles,cars,light
62553,for-the-home,furniture-and-home-decore,carpets
62554,vehicles,motorcycles,
62555,vehicles,cars,light
62556,vehicles,cars,light
62557,for-the-home,furniture-and-home-decore,beds-bedroom
62558,for-the-home,utensils-and-appliances,antiques-and-art
62559,for-the-home,furniture-and-home-decore,antiques-and-art
62560,businesses,equipments-and-machinery,industrial
62561,vehicles,cars,light
62562,personal,clothing-and-shoes,clothing
62563,vehicles,cars,light
62564,personal,clothing-and-shoes,shoes-belt-bag
62565,personal,clothing-and-shoes,shoes-belt-bag
62566,electronic-devices,audio-video,
62567,electronic-devices,audio-video,camera-camcoders
62568,for-the-home,furniture-and-home-decore,birds
62569,for-the-home,utensils-and-appliances,fridge-and-freezer
62570,for-the-home,utensils-and-appliances,washer-dryer
62571,leisure-hobbies,bicycle,
62572,electronic-devices,mobile-tablet,mobile-phones
62573,personal,computers,
62574,electronic-devices,mobile-tablet,mobile-phones
62575,businesses,equipments-and-machinery,storage
62576,leisure-hobbies,animals,birds
62577,electronic-devices,utility,instrument-cleaning-tailoring
62578,for-the-home,furniture-and-home-decore,storage
62579,businesses,furniture-and-home-decore,
62580,leisure-hobbies,animals,birds
62581,for-the-home,furniture-and-home-decore,antiques-and-art
62582,personal,batch,
62583,electronic-devices,mobile-tablet,mobile-phones
62584,vehicles,cars,light
62585,vehicles,cars,light
62586,vehicles,equipments-and-machinery,
62587,vehicles,parts-accessories,
62588,vehicles,cars,light
62589,vehicles,cars,light
62590,electronic-devices,computers,
62591,for-the-home,utility,instrument-cleaning-tailoring
62592,leisure-hobbies,animals,birds
62593,vehicles,cars,light
62594,vehicles,cars,light
62595,electronic-devices,mobile-tablet,mobile-phones
62596,personal,childrens-clothing-and-shoe,
62597,for-the-home,utensils-and-appliances,carpets
62598,for-the-home,furniture-and-home-decore,storage
62599,personal,building-and-garden,childrens-furniture
62600,vehicles,cars,light
62601,vehicles,cars,light
62602,vehicles,cars,light
62603,personal,clothing-and-shoes,clothing
62604,vehicles,cars,light
62605,personal,clothing-and-shoes,shoes-belt-bag
62606,for-the-home,furniture-and-home-decore,sofa-armchair
62607,leisure-hobbies,sport-leisure,training
62608,personal,jewelry-and-watches,watches
62609,vehicles,cars,light
62610,leisure-hobbies,animals,birds
62611,electronic-devices,mobile-tablet,mobile-phones
62612,businesses,equipments-and-machinery,shop-and-cash
62613,vehicles,cars,light
62614,vehicles,cars,light
62615,for-the-home,furniture-and-home-decore,
62616,vehicles,cars,light
62617,for-the-home,utensils-and-appliances,
62618,electronic-devices,computers,laptops
62619,leisure-hobbies,book-student-literature,educational
62620,vehicles,cars,light
62621,electronic-devices,game-consoles-and-video-games,
62622,leisure-hobbies,animals,accessories
62623,for-the-home,utensils-and-appliances,cookware-tableware
62624,vehicles,cars,light
62625,leisure-hobbies,animals,rodents-rabbits
62626,leisure-hobbies,animals,birds
62627,personal,clothing-and-shoes,clothing
62628,vehicles,motorcycles,
62629,leisure-hobbies,bicycle,
62630,vehicles,cars,light
62631,for-the-home,building-and-garden,kitchen
62632,electronic-devices,computers,laptops
62633,for-the-home,furniture-and-home-decore,farm-animals
62634,for-the-home,furniture-and-home-decore,storage
62635,electronic-devices,audio-video,stereo-surround
62636,leisure-hobbies,bicycle,
62637,electronic-devices,mobile-tablet,mobile-phones
62638,vehicles,motorcycles,
62639,personal,clothing-and-shoes,
62640,for-the-home,furniture-and-home-decore,beds-bedroom
62641,for-the-home,utensils-and-appliances,cookware-tableware
62642,for-the-home,furniture-and-home-decore,tv-and-stereo-furniture
62643,electronic-devices,audio-video,tv-projector
62644,electronic-devices,mobile-tablet,mobile-phones
62645,electronic-devices,equipments-and-machinery,
62646,vehicles,cars,light
62647,vehicles,parts-accessories,
62648,vehicles,cars,light
62649,for-the-home,furniture-and-home-decore,beds-bedroom
62650,vehicles,cars,light
62651,personal,childrens-clothing-and-shoe,
62652,electronic-devices,computers,laptops
62653,electronic-devices,mobile-tablet,mobile-phones
62654,leisure-hobbies,animals,accessories
62655,vehicles,cars,heavy
62656,vehicles,cars,light
62657,vehicles,cars,heavy
62658,vehicles,cars,light
62659,vehicles,parts-accessories,
62660,vehicles,cars,light
62661,vehicles,cars,light
62662,vehicles,cars,light
62663,personal,clothing-and-shoes,shoes-belt-bag
62664,for-the-home,furniture-and-home-decore,antiques-and-art
62665,for-the-home,furniture-and-home-decore,storage
62666,vehicles,cars,light
62667,vehicles,cars,light
62668,for-the-home,utensils-and-appliances,
62669,vehicles,cars,light
62670,personal,clothing-and-shoes,clothing
62671,personal,childrens-clothing-and-shoe,
62672,vehicles,cars,light
62673,personal,clothing-and-shoes,
62674,electronic-devices,audio-video,tv-projector
62675,vehicles,cars,light
62676,for-the-home,utensils-and-appliances,
62677,vehicles,cars,light
62678,vehicles,cars,light
62679,personal,jewelry-and-watches,watches
62680,for-the-home,utensils-and-appliances,antiques-and-art
62681,personal,clothing-and-shoes,shoes-belt-bag
62682,electronic-devices,mobile-tablet,mobile-phones
62683,personal,clothing-and-shoes,clothing
62684,electronic-devices,audio-video,
62685,for-the-home,furniture-and-home-decore,carpets
62686,vehicles,parts-accessories,
62687,for-the-home,furniture-and-home-decore,storage
62688,personal,jewelry-and-watches,jewelry
62689,vehicles,parts-accessories,
62690,vehicles,cars,light
62691,vehicles,cars,light
62692,personal,sport-leisure,training
62693,electronic-devices,mobile-tablet,mobile-phones
62694,personal,clothing-and-shoes,shoes-belt-bag
62695,for-the-home,furniture-and-home-decore,beds-bedroom
62696,for-the-home,furniture-and-home-decore,
62697,leisure-hobbies,animals,birds
62698,vehicles,cars,light
62699,leisure-hobbies,animals,birds
62700,leisure-hobbies,animals,birds
62701,businesses,equipments-and-machinery,industrial
62702,for-the-home,furniture-and-home-decore,storage
62703,for-the-home,furniture-and-home-decore,tables-and-chairs
62704,vehicles,cars,light
62705,personal,childrens-clothing-and-shoe,
62706,vehicles,cars,light
62707,vehicles,cars,light
62708,vehicles,cars,light
62709,electronic-devices,mobile-tablet,mobile-phones
62710,for-the-home,furniture-and-home-decore,sofa-armchair
62711,for-the-home,furniture-and-home-decore,beds-bedroom
62712,for-the-home,furniture-and-home-decore,lighting
62713,vehicles,cars,light
62714,vehicles,cars,light
62715,personal,clothing-and-shoes,clothing
62716,electronic-devices,audio-video,tv-projector
62717,vehicles,cars,light
62718,vehicles,cars,light
62719,vehicles,parts-accessories,
62720,for-the-home,furniture-and-home-decore,carpets
62721,electronic-devices,mobile-tablet,mobile-phones
62722,vehicles,cars,light
62723,leisure-hobbies,animals,farm-animals
62724,electronic-devices,mobile-tablet,mobile-phones
62725,personal,baby-and-toys,strollers-and-accessories
62726,leisure-hobbies,bicycle,
62727,leisure-hobbies,animals,birds
62728,personal,childrens-clothing-and-shoe,
62729,for-the-home,furniture-and-home-decore,beds-bedroom
62730,vehicles,cars,light
62731,vehicles,cars,light
62732,electronic-devices,game-consoles-and-video-games,
62733,for-the-home,furniture-and-home-decore,tables-and-chairs
62734,electronic-devices,mobile-tablet,mobile-phones
62735,for-the-home,furniture-and-home-decore,
62736,vehicles,utensils-and-appliances,microwave-stove
62737,electronic-devices,computers,printer-scaner-copier
62738,personal,baby-and-toys,childrens-furniture
62739,electronic-devices,mobile-tablet,mobile-phones
62740,vehicles,cars,light
62741,vehicles,cars,light
62742,for-the-home,furniture-and-home-decore,storage
62743,vehicles,motorcycles,
62744,for-the-home,utensils-and-appliances,washer-dryer
62745,leisure-hobbies,animals,birds
62746,for-the-home,utensils-and-appliances,
62747,for-the-home,equipments-and-machinery,repair-tool
62748,for-the-home,furniture-and-home-decore,accessories
62749,vehicles,cars,light
62750,for-the-home,furniture-and-home-decore,tables-and-chairs
62751,vehicles,cars,
62752,leisure-hobbies,animals,birds
62753,electronic-devices,audio-video,tv-projector
62754,for-the-home,furniture-and-home-decore,antiques-and-art
62755,businesses,equipments-and-machinery,industrial
62756,vehicles,cars,light
62757,for-the-home,furniture-and-home-decore,lighting
62758,for-the-home,cars,light
62759,vehicles,cars,light
62760,electronic-devices,game-consoles-and-video-games,
62761,vehicles,parts-accessories,
62762,for-the-home,furniture-and-home-decore,storage
62763,electronic-devices,game-consoles-and-video-games,
62764,vehicles,cars,light
62765,for-the-home,building-and-garden,stove-and-heating
62766,for-the-home,furniture-and-home-decore,beds-bedroom
62767,for-the-home,furniture-and-home-decore,
62768,electronic-devices,computers,desktops
62769,vehicles,cars,light
62770,for-the-home,utensils-and-appliances,shop-and-cash
62771,vehicles,cars,light
62772,leisure-hobbies,animals,birds
62773,for-the-home,utensils-and-appliances,washer-dryer
62774,personal,baby-and-toys,childrens-furniture
62775,vehicles,motorcycles,
62776,for-the-home,furniture-and-home-decore,sofa-armchair
62777,businesses,health-beauty,
62778,vehicles,parts-accessories,
62779,vehicles,motorcycles,
62780,electronic-devices,mobile-tablet,mobile-phones
62781,vehicles,cars,light
62782,for-the-home,furniture-and-home-decore,carpets
62783,electronic-devices,mobile-tablet,mobile-phones
62784,electronic-devices,mobile-tablet,mobile-phones
62785,for-the-home,furniture-and-home-decore,carpets
62786,vehicles,cars,light
62787,personal,clothing-and-shoes,shoes-belt-bag
